,Country,VAR,Year,Unit,Value,Variable_Life expectancy at birth,Variable_Net migration,Variable_Population,"Variable_Population density, inhabitants per km2","Variable_Population, ages 0-14, % total","Variable_Population, ages 15-64, % total","Variable_Population, ages 65 and above, % total",Variable_Real GDP,Variable_Real GDP per capita,"Variable_Total fertility rate, children per woman","Variable_Value added in agriculture, % of total value added","Variable_Value added in industry, % of total value added","Variable_Value added in services, % of total value added","Variable_Women, % total population","Variable_Population, ages 65 and above, % total_2",	Variable_Life expectancy at birth,"('Variable_Population, ages 65 and above, % total', 'Variable_Real GDP')"
137,Austria,POPDEN,1999,Inhabitants,95.28,0.0,0.0,0.0,95.28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Austria,POPDEN,2000,Inhabitants,95.51,0.0,0.0,0.0,95.51,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Austria,POPDEN,2001,Inhabitants,95.88,0.0,0.0,0.0,95.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Austria,POPDEN,2002,Inhabitants,96.35,0.0,0.0,0.0,96.35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Austria,POPDEN,2003,Inhabitants,96.79,0.0,0.0,0.0,96.79,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Austria,POPDEN,2004,Inhabitants,97.4,0.0,0.0,0.0,97.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Austria,POPDEN,2005,Inhabitants,98.06,0.0,0.0,0.0,98.06,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Austria,POPDEN,2006,Inhabitants,98.57,0.0,0.0,0.0,98.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Austria,POPDEN,2007,Inhabitants,98.89,0.0,0.0,0.0,98.89,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Austria,POPDEN,2008,Inhabitants,99.21,0.0,0.0,0.0,99.21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Austria,POPDEN,2009,Inhabitants,99.45,0.0,0.0,0.0,99.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Austria,POPDEN,2010,Inhabitants,99.68,0.0,0.0,0.0,99.68,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Austria,POPDEN,2011,Inhabitants,100.01,0.0,0.0,0.0,100.01,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Austria,POPDEN,2012,Inhabitants,100.46,0.0,0.0,0.0,100.46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Austria,POPDEN,2013,Inhabitants,101.07,0.0,0.0,0.0,101.07,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Austria,POPDEN,2014,Inhabitants,101.86,0.0,0.0,0.0,101.86,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Austria,POPDEN,2015,Inhabitants,102.88,0.0,0.0,0.0,102.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Austria,POPDEN,2016,Inhabitants,104.2,0.0,0.0,0.0,104.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Austria,POPDEN,2017,Inhabitants,104.85,0.0,0.0,0.0,104.85,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Austria,POPDEN,2018,Inhabitants,105.36,0.0,0.0,0.0,105.36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Austria,POPDEN,2019,Inhabitants,105.84,0.0,0.0,0.0,105.84,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Austria,POPDEN,2020,Inhabitants,106.31,0.0,0.0,0.0,106.31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Austria,POPDEN,2021,Inhabitants,106.72,0.0,0.0,0.0,106.72,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Austria,LTAX_GDP,1990,Percentage,23.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Austria,LTAX_GDP,1991,Percentage,24.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Austria,LTAX_GDP,1992,Percentage,24.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Austria,LTAX_GDP,1993,Percentage,25.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Austria,LTAX_GDP,1994,Percentage,25.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Austria,LTAX_GDP,1995,Percentage,26.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Austria,LTAX_GDP,1996,Percentage,26.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Austria,LTAX_GDP,1997,Percentage,27.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Austria,LTAX_GDP,1998,Percentage,27.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Austria,LTAX_GDP,1999,Percentage,27.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Austria,LTAX_GDP,2000,Percentage,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Austria,LTAX_GDP,2001,Percentage,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Austria,LTAX_GDP,2002,Percentage,26.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Austria,LTAX_GDP,2003,Percentage,26.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Austria,LTAX_GDP,2004,Percentage,26.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Austria,LTAX_GDP,2005,Percentage,25.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Austria,LTAX_GDP,2006,Percentage,25.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Austria,LTAX_GDP,2007,Percentage,25.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Austria,LTAX_GDP,2008,Percentage,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Austria,LTAX_GDP,2009,Percentage,26.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Austria,LTAX_GDP,2010,Percentage,25.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Austria,LTAX_GDP,2011,Percentage,26.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Austria,LTAX_GDP,2012,Percentage,26.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Austria,LTAX_GDP,2013,Percentage,27.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Austria,LTAX_GDP,2014,Percentage,27.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Austria,LTAX_GDP,2015,Percentage,27.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Austria,LTAX_GDP,2016,Percentage,26.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Austria,LTAX_GDP,2017,Percentage,26.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Austria,LTAX_GDP,2018,Percentage,26.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Austria,LTAX_GDP,2019,Percentage,27.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Austria,LTAX_GDP,2020,Percentage,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Austria,LTAX_GDP,2021,Percentage,27.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Belgium,GDP_RCAP,1990,US Dollar,33169.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33169.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Belgium,GDP_RCAP,1991,US Dollar,33652.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33652.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Belgium,GDP_RCAP,1992,US Dollar,34029.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34029.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Belgium,GDP_RCAP,1993,US Dollar,33570.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33570.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Belgium,GDP_RCAP,1994,US Dollar,34547.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34547.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Belgium,GDP_RCAP,1995,US Dollar,35296.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35296.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Belgium,GDP_RCAP,1996,US Dollar,35693.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35693.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Belgium,GDP_RCAP,1997,US Dollar,36958.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36958.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Belgium,GDP_RCAP,1998,US Dollar,37602.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37602.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Belgium,GDP_RCAP,1999,US Dollar,38845.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38845.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Belgium,GDP_RCAP,2000,US Dollar,40192.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40192.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Belgium,GDP_RCAP,2001,US Dollar,40494.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40494.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Belgium,GDP_RCAP,2002,US Dollar,41001.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41001.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Belgium,GDP_RCAP,2003,US Dollar,41254.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41254.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Belgium,GDP_RCAP,2004,US Dollar,42542.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42542.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Belgium,GDP_RCAP,2005,US Dollar,43291.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43291.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Belgium,GDP_RCAP,2006,US Dollar,44104.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44104.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Belgium,GDP_RCAP,2007,US Dollar,45391.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45391.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Belgium,GDP_RCAP,2008,US Dollar,45236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Belgium,GDP_RCAP,2009,US Dollar,43966.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43966.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Belgium,GDP_RCAP,2010,US Dollar,44814.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44814.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Belgium,GDP_RCAP,2011,US Dollar,45167.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45167.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Belgium,GDP_RCAP,2012,US Dollar,45196.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45196.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Belgium,GDP_RCAP,2013,US Dollar,45170.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45170.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Belgium,GDP_RCAP,2014,US Dollar,45658.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45658.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Belgium,GDP_RCAP,2015,US Dollar,46347.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46347.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Belgium,GDP_RCAP,2016,US Dollar,46699.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46699.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Belgium,GDP_RCAP,2017,US Dollar,47230.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47230.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Belgium,GDP_RCAP,2018,US Dollar,47846.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47846.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Belgium,GDP_RCAP,2019,US Dollar,48669.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48669.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Belgium,GDP_RCAP,2020,US Dollar,45880.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45880.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Belgium,GDP_RCAP,2021,US Dollar,48502.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48502.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Belgium,POPDEN,2000,Inhabitants,335.78,0.0,0.0,0.0,335.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Belgium,POPDEN,2001,Inhabitants,336.93,0.0,0.0,0.0,336.93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Belgium,POPDEN,2002,Inhabitants,338.45,0.0,0.0,0.0,338.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Belgium,POPDEN,2003,Inhabitants,339.87,0.0,0.0,0.0,339.87,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Belgium,POPDEN,2004,Inhabitants,341.34,0.0,0.0,0.0,341.34,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Belgium,POPDEN,2005,Inhabitants,343.22,0.0,0.0,0.0,343.22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Belgium,POPDEN,2006,Inhabitants,345.49,0.0,0.0,0.0,345.49,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Belgium,POPDEN,2007,Inhabitants,348.04,0.0,0.0,0.0,348.04,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Belgium,POPDEN,2008,Inhabitants,350.8,0.0,0.0,0.0,350.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Belgium,POPDEN,2009,Inhabitants,353.64,0.0,0.0,0.0,353.64,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Belgium,POPDEN,2010,Inhabitants,356.88,0.0,0.0,0.0,356.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Belgium,POPDEN,2011,Inhabitants,360.09,0.0,0.0,0.0,360.09,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Belgium,POPDEN,2012,Inhabitants,362.52,0.0,0.0,0.0,362.52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Belgium,POPDEN,2013,Inhabitants,364.4,0.0,0.0,0.0,364.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
